Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2015-08-23,2015,Fairfield,806960,1180000,Single Family,Detached House,3,3,964,1.340225,East
2015-08-23,2015,Greenwich,1855140,2200000,Single Family,Detached House,3,3,1095,1.340225,East
2015-08-26,2015,West Hartford,113330,150000,Single Family,Detached House,3,3,919,1.340225,North
2015-08-26,2015,Fairfield,275520,422500,Single Family,Detached House,3,2,918,1.340225,West
2015-08-26,2015,Bridgeport,106330,62500,Single Family,Detached House,3,2,1061,1.340225,West
2015-08-26,2015,Greenwich,,842100,Single Family,Detached House,3,2,1020,1.340225,East
2015-08-26,2015,Fairfield,341250,785000,Single Family,Detached House,3,3,1002,1.340225,North
2015-08-26,2015,,352870,680000,Single Family,Detached House,3,3,1004,1.340225,North
2015-08-26,2015,Bridgeport,242650,342000,Three Family,Triplex,6,5,1844,1.340225,South
2015-08-27,2015,Bridgeport,191100,200000,Three Family,Triplex,6,4,1808,1.340225,North
2015-08-27,2015,Fairfield,269500,334000,?,Detached House,3,3,1100,1.340225,South
2015-08-27,2015,Bridgeport,92900,75000,Single Family,Detached House,3,2,1073,1.340225,West
2015-08-27,2015,Norwalk,,610000,Single Family,Detached House,3,1,905,1.340225,North
2015-08-28,2015,Norwalk,271110,310000,Single Family,Detached House,3,1,1037,1.340225,West
2015-08-28,2015,,,101000,?,Detached House,3,3,939,1.340225,East
2015-08-28,2015,Norwalk,245490,200000,Two Family,Duplex,4,4,,1.340225,East
2015-08-29,2015,West Hartford,340410,372500,Single Family,Detached House,3,2,903,1.340225,South
2015-08-29,2015,Fairfield,93800,949000,Single Family,Detached House,3,1,1033,1.340225,North
2015-08-29,2015,Fairfield,544110,700000,Single Family,Detached House,3,3,938,1.340225,West
2015-08-30,2015,Fairfield,,760000,Single Family,Detached House,3,2,1083,1.340225,North
2015-08-30,2015,Norwalk,400750,485000,?,Detached House,3,3,1005,1.340225,North
2015-08-30,2015,,936250,1300000,Single Family,Detached House,3,3,1033,1.340225,West
2015-09-03,2015,Bridgeport,128550,45000,Single Family,Detached House,3,2,935,1.340225,West
2015-09-03,2015,Bridgeport,126970,65000,Single Family,Detached House,3,3,905,1.340225,West
2015-09-03,2015,Fairfield,274960,560000,Single Family,Detached House,3,2,1092,1.340225,West
2015-09-03,2015,Fairfield,332220,525000,Single Family,Detached House,3,3,1092,1.340225,East
2015-09-04,2015,Norwalk,480340,1310836,Single Family,Detached House,3,2,954,1.340225,North
2015-09-04,2015,West Hartford,229880,392000,Single Family,Detached House,3,1,1100,1.340225,South
2015-09-04,2015,Fairfield,720730,650000,Single Family,Detached House,3,2,1087,1.340225,East
2015-09-05,2015,Greenwich,,1065000,Single Family,Detached House,3,3,965,1.340225,East
2015-09-05,2015,Fairfield,1616510,2500000,Single Family,Detached House,3,3,1030,1.340225,West
2015-09-06,2015,Greenwich,8415750,15000000,Single Family,Detached House,3,1,1092,1.340225,South
2015-09-06,2015,Norwalk,720650,970500,?,Detached House,3,2,1018,1.340225,East
2015-09-09,2015,Bridgeport,180560,95000,Two Family,Duplex,4,2,1294,1.340225,South
2015-09-09,2015,Fairfield,397040,701000,?,Detached House,3,1,933,1.340225,South
2015-09-10,2015,Norwalk,661920,721000,Single Family,Detached House,3,1,1014,1.340225,West
2015-09-11,2015,West Hartford,319480,445000,Single Family,Detached House,3,1,914,1.340225,West
2015-09-11,2015,Bridgeport,143430,140000,?,Detached House,3,3,905,1.340225,North
2015-09-12,2015,Bridgeport,,124472,?,Detached House,3,2,1064,1.340225,South
2015-09-12,2015,Bridgeport,173590,140000,Single Family,Detached House,3,1,923,1.340225,South
2015-09-13,2015,Greenwich,1362760,1900000,Single Family,Detached House,3,1,965,1.340225,North
2015-09-13,2015,,,715000,Single Family,Detached House,3,3,935,1.340225,South
2015-09-13,2015,Fairfield,357560,490000,?,Detached House,3,3,954,1.340225,West
2015-09-16,2015,Fairfield,301630,400000,Single Family,Detached House,3,2,912,1.340225,South
2015-09-18,2015,West Hartford,190680,299900,Single Family,Detached House,3,3,904,1.340225,East
2015-09-18,2015,West Hartford,173320,255000,Single Family,Detached House,3,2,995,1.340225,East
2015-09-18,2015,Fairfield,533960,630000,Single Family,Detached House,3,3,1076,1.340225,East
2015-09-18,2015,Bridgeport,141470,70000,Single Family,Detached House,3,1,966,1.340225,South
2015-09-19,2015,West Hartford,144130,227585,Single Family,Detached House,3,2,1078,1.340225,East
2015-09-19,2015,Norwalk,,300000,Single Family,Detached House,3,1,1080,1.340225,West
2015-09-19,2015,Norwalk,,430000,?,Detached House,3,1,908,1.340225,East
2015-09-20,2015,Norwalk,267750,190000,Single Family,Detached House,3,3,1068,1.340225,South
2015-09-23,2015,Norwalk,242760,290000,Single Family,Detached House,3,2,,1.340225,North
2015-09-24,2015,West Hartford,180670,274000,Single Family,Detached House,3,1,1075,1.340225,East
2015-09-24,2015,West Hartford,217420,360000,Single Family,Detached House,3,1,975,1.340225,South
2015-09-24,2015,West Hartford,123410,170000,?,Detached House,3,3,1002,1.340225,South
2015-09-24,2015,Bridgeport,124060,92000,Single Family,Detached House,3,3,,1.340225,South
2015-09-24,2015,Norwalk,287840,445000,Single Family,Detached House,3,3,990,1.340225,South
2015-09-25,2015,West Hartford,152460,142500,Single Family,Detached House,3,1,910,1.340225,South
2015-09-26,2015,West Hartford,85750,78000,Single Family,Detached House,3,2,949,1.340225,South
2015-09-26,2015,Greenwich,518070,1040000,Single Family,Detached House,3,2,1035,1.340225,West
2015-09-26,2015,,130710,74000,Single Family,Detached House,3,2,955,1.340225,West
2015-09-26,2015,,,254000,?,Detached House,3,1,1100,1.340225,South
2015-09-26,2015,,,169900,Single Family,Detached House,3,2,1041,1.340225,West
2015-09-27,2015,Greenwich,528710,325000,Single Family,Detached House,3,3,937,1.340225,North
2015-09-27,2015,Greenwich,2579290,2300000,Single Family,Detached House,3,2,1000,1.340225,East
2015-09-30,2015,Bridgeport,,132000,?,Detached House,3,2,964,1.340225,West
2015-09-30,2015,West Hartford,,52333,Single Family,Detached House,3,1,1024,1.340225,North
2015-09-30,2015,Fairfield,,402500,Single Family,Detached House,3,3,957,1.340225,North
2015-09-30,2015,,197400,280000,Single Family,Detached House,3,1,966,1.340225,South
2015-09-30,2015,Fairfield,1269450,1700000,?,Detached House,3,3,935,1.340225,North
2015-09-30,2015,Bridgeport,115020,90100,Single Family,Detached House,3,1,957,1.340225,South
2015-09-30,2015,Fairfield,230440,232500,Single Family,Detached House,3,1,1095,1.340225,East
2015-09-30,2015,Greenwich,554890,950000,?,Detached House,3,1,,1.340225,South
2015-09-30,2015,Fairfield,266140,335000,Single Family,Detached House,3,1,1002,1.340225,East
2015-10-01,2015,,442680,250000,Single Family,Detached House,3,1,1092,1.340225,North
2015-10-01,2015,Stamford,,300000,Single Family,Detached House,3,1,1035,1.340225,South
2015-10-01,2015,Waterbury,120130,195000,Single Family,Detached House,3,2,,1.340225,South
2015-10-01,2015,Fairfield,,423500,Single Family,Detached House,3,1,1010,1.340225,East
2015-10-02,2015,Greenwich,2644740,4140000,Single Family,Detached House,3,1,1021,1.340225,East
2015-10-02,2015,Bridgeport,132200,117299,Single Family,Detached House,3,2,,1.340225,South
2015-10-02,2015,,,680000,Single Family,Detached House,3,2,,1.340225,South
2015-10-02,2015,Stamford,312980,525000,?,Detached House,3,1,1058,1.340225,South
2015-10-02,2015,Greenwich,1855280,3300000,Single Family,Detached House,3,3,952,1.340225,North
2015-10-03,2015,Stamford,355390,601000,?,Detached House,3,3,1082,1.340225,North
2015-10-04,2015,Greenwich,,1331600,Single Family,Detached House,3,3,,1.340225,South
2015-10-04,2015,Waterbury,38620,25000,Two Family,Duplex,4,4,,1.340225,East
2015-10-07,2015,,118140,70000,Single Family,Detached House,3,2,978,1.340225,West
2015-10-07,2015,Bridgeport,122210,100000,Single Family,Detached House,3,2,1088,1.340225,South
2015-10-07,2015,Stamford,239930,290000,?,Detached House,3,1,1012,1.340225,South
2015-10-07,2015,Stamford,372730,585000,Single Family,Detached House,3,3,1006,1.340225,East
2015-10-07,2015,Waterbury,,75000,Single Family,Detached House,3,1,973,1.340225,South
2015-10-07,2015,Greenwich,1846600,2148111,Single Family,Detached House,3,2,,1.340225,South
2015-10-08,2015,Fairfield,239960,380000,Single Family,Detached House,3,3,970,1.340225,West
2015-10-08,2015,Bridgeport,144670,140000,Single Family,Detached House,3,3,987,1.340225,North
2015-10-08,2015,Stamford,273080,455000,Single Family,Detached House,3,2,1069,1.340225,East
2015-10-09,2015,West Hartford,140770,140000,Single Family,Detached House,3,1,1069,1.340225,West
2015-10-10,2015,Waterbury,92890,129900,Single Family,Detached House,3,2,988,1.340225,South
2015-10-10,2015,Stamford,227440,170506,Single Family,Detached House,3,2,931,1.340225,South
2015-10-10,2015,,104050,176500,?,Detached House,3,1,1006,1.340225,West
2015-10-10,2015,Greenwich,2604630,4475000,Single Family,Detached House,3,3,985,1.340225,South
2015-10-10,2015,Stamford,227440,170506,Single Family,Detached House,3,1,1014,1.340225,North
2015-10-11,2015,,1433180,2300000,Single Family,Detached House,3,3,1007,1.340225,South
2015-10-11,2015,Waterbury,,55000,?,Detached House,3,1,,1.340225,East
2015-10-11,2015,Stamford,290520,535000,Single Family,Detached House,3,1,964,1.340225,North
2015-10-15,2015,Bridgeport,194280,170700,?,Duplex,4,3,1402,1.340225,West
2015-10-15,2015,Fairfield,198450,325000,Single Family,Detached House,3,2,1078,1.340225,North
2015-10-15,2015,Greenwich,361480,520000,Single Family,Detached House,3,3,907,1.340225,South
2015-10-15,2015,Bridgeport,117300,50000,Single Family,Detached House,3,2,1016,1.340225,North
2015-10-16,2015,Bridgeport,7568480,27500,Single Family,Detached House,3,3,1086,1.340225,East
2015-10-16,2015,West Hartford,104930,250000,Single Family,Detached House,3,3,1055,1.340225,West
2015-10-17,2015,Greenwich,884940,1250000,Single Family,Detached House,3,1,1001,1.340225,West
2015-10-17,2015,Bridgeport,149620,30000,Two Family,Duplex,4,3,1223,1.340225,West
2015-10-17,2015,Stamford,279060,419000,Single Family,Detached House,3,2,,1.340225,North
2015-10-17,2015,Bridgeport,153170,91000,Single Family,Detached House,3,1,1031,1.340225,South
2015-10-18,2015,Greenwich,318570,450000,Single Family,Detached House,3,1,924,1.340225,North
2015-10-18,2015,Waterbury,143866,145000,Single Family,Detached House,3,2,980,1.340225,West
2015-10-18,2015,Waterbury,75320,37500,?,Detached House,3,3,991,1.340225,South
2015-10-21,2015,Bridgeport,144850,126000,Single Family,Detached House,3,2,902,1.340225,West
2015-10-21,2015,Bridgeport,174270,220000,Two Family,Duplex,4,4,1395,1.340225,North
2015-10-21,2015,Bridgeport,155050,74000,Single Family,Detached House,3,3,,1.340225,West
2015-10-21,2015,Greenwich,1836170,3030000,Single Family,Detached House,3,3,965,1.340225,North
2015-10-22,2015,Bridgeport,134730,173500,Single Family,Detached House,3,1,955,1.340225,East
2015-10-22,2015,Bridgeport,106530,74000,Single Family,Detached House,3,3,1054,1.340225,West
2015-10-22,2015,,,600000,?,Detached House,3,3,946,1.340225,South
2015-10-22,2015,Stamford,,320000,Single Family,Detached House,3,1,911,1.340225,South
2015-10-23,2015,Fairfield,472780,476000,Single Family,Detached House,3,2,,1.340225,South
2015-10-23,2015,Stamford,279570,493800,Single Family,Detached House,3,1,1016,1.340225,North
2015-10-24,2015,Waterbury,186170,200000,?,Detached House,3,2,1015,1.340225,North
2015-10-25,2015,Fairfield,,500000,Single Family,Detached House,3,3,,1.340225,North
2015-10-25,2015,Waterbury,92520,143600,Single Family,Detached House,3,3,959,1.340225,West
2015-10-28,2015,Bridgeport,125910,62000,Single Family,Detached House,3,3,963,1.340225,North
2015-10-28,2015,Greenwich,991830,1755000,Single Family,Detached House,3,1,1071,1.340225,East
2015-10-28,2015,Waterbury,39810,40000,Single Family,Detached House,3,1,950,1.340225,West
2015-10-28,2015,,,370000,Two Family,Duplex,4,3,1409,1.340225,South
2015-10-28,2015,Stamford,852300,1329000,Single Family,Detached House,3,1,940,1.340225,East
2015-10-28,2015,Bridgeport,191640,241314,Two Family,Duplex,4,4,1483,1.340225,West
2015-10-29,2015,West Hartford,374360,435000,Single Family,Detached House,3,2,967,1.340225,West
2015-10-29,2015,Waterbury,,15000,?,Triplex,6,4,2037,1.340225,West
2015-10-29,2015,Fairfield,229530,290000,Single Family,Detached House,3,2,1071,1.340225,East
2015-10-30,2015,Bridgeport,161420,132500,Single Family,Detached House,3,3,1028,1.340225,South
2015-10-30,2015,Waterbury,30980,6000,Three Family,Triplex,6,4,1859,1.340225,South
2015-10-31,2015,Stamford,227840,269500,Single Family,Detached House,3,1,1041,1.340225,East
2015-10-31,2015,West Hartford,177940,291000,Single Family,Detached House,3,3,1023,1.340225,West
2015-10-31,2015,Bridgeport,121100,132000,Single Family,Detached House,3,2,1075,1.340225,East
2015-10-31,2015,Bridgeport,154220,147000,?,Detached House,3,1,1078,1.340225,South
2015-10-31,2015,Bridgeport,138290,192000,Single Family,Detached House,3,1,1056,1.340225,East
2015-10-31,2015,,149100,220000,Single Family,Detached House,3,2,986,1.340225,East
2015-11-01,2015,Stamford,361060,361060,?,Detached House,3,3,1096,1.340225,North
2015-11-04,2015,West Hartford,150780,235000,Single Family,Detached House,3,1,926,1.340225,South
2015-11-04,2015,,478870,875000,Single Family,Detached House,3,2,993,1.340225,North
2015-11-04,2015,,85780,35000,Single Family,Detached House,3,3,1034,1.340225,South
2015-11-04,2015,Waterbury,87840,99000,?,Detached House,3,2,1082,1.340225,East
2015-11-04,2015,Bridgeport,203490,268000,?,Detached House,3,2,925,1.340225,West
2015-11-04,2015,West Hartford,251930,395000,Single Family,Detached House,3,2,1047,1.340225,South
2015-11-04,2015,Stamford,540490,1060000,Single Family,Detached House,3,3,,1.340225,West
2015-11-04,2015,West Hartford,132090,220000,?,Detached House,3,2,915,1.340225,West
2015-11-05,2015,Bridgeport,1152260,58000,?,Detached House,3,2,918,1.340225,South
2015-11-06,2015,Waterbury,,90000,?,Detached House,3,3,932,1.340225,South
2015-11-06,2015,West Hartford,166600,232863,Single Family,Detached House,3,2,957,1.340225,West
2015-11-06,2015,,1152260,32000,Single Family,Detached House,3,2,1062,1.340225,North
2015-11-07,2015,West Hartford,287910,439000,Single Family,Detached House,3,2,912,1.340225,North
2015-11-08,2015,Stamford,323170,275000,Single Family,Detached House,3,2,1045,1.340225,North
2015-11-08,2015,Fairfield,665350,1170000,?,Detached House,3,1,1007,1.340225,North
2015-11-12,2015,Waterbury,60260,53000,Single Family,Detached House,3,1,1020,1.340225,West
2015-11-12,2015,Greenwich,1197280,1650000,Single Family,Detached House,3,3,,1.340225,North
2015-11-12,2015,West Hartford,401240,620000,Single Family,Detached House,3,2,1031,1.340225,North
2015-11-12,2015,Fairfield,617680,800000,?,Detached House,3,1,922,1.340225,West
2015-11-12,2015,Bridgeport,,36000,Single Family,Detached House,3,3,1100,1.340225,South
2015-11-12,2015,Waterbury,,55000,Three Family,Triplex,6,6,2044,1.340225,North
2015-11-12,2015,West Hartford,295890,438500,Single Family,Detached House,3,2,1014,1.340225,South
2015-11-12,2015,Greenwich,1035020,2110000,Single Family,Detached House,3,2,1017,1.340225,East
2015-11-12,2015,,75980,129000,Single Family,Detached House,3,1,1017,1.340225,West
2015-11-13,2015,Fairfield,345940,600000,Single Family,Detached House,3,2,922,1.340225,West
2015-11-13,2015,,270740,387000,Single Family,Detached House,3,1,978,1.340225,East
2015-11-13,2015,West Hartford,238350,292500,Single Family,Detached House,3,3,1030,1.340225,East
2015-11-13,2015,Waterbury,105870,35000,Single Family,Detached House,3,3,969,1.340225,South
2015-11-13,2015,Stamford,540860,1150000,Single Family,Detached House,3,2,1081,1.340225,North
2015-11-14,2015,Bridgeport,1152260,36500,Single Family,Detached House,3,1,1014,1.340225,East
2015-11-14,2015,Bridgeport,181580,229000,Single Family,Detached House,3,2,907,1.340225,South
2015-11-14,2015,Bridgeport,179310,126500,?,Detached House,3,3,980,1.340225,North
2015-11-15,2015,Stamford,398420,580000,?,Detached House,3,1,,1.340225,East
2015-11-15,2015,Greenwich,1043140,1100000,Single Family,Detached House,3,1,1090,1.340225,West
2015-11-18,2015,Bridgeport,171290,178000,Single Family,Detached House,3,3,1001,1.340225,South
2015-11-18,2015,Greenwich,1372910,1300000,Single Family,Detached House,3,3,982,1.340225,East
2015-11-18,2015,Bridgeport,113860,35000,Two Family,Duplex,4,2,1318,1.340225,North
2015-11-18,2015,Stamford,,599900,Single Family,Detached House,3,2,978,1.340225,East
2015-11-18,2015,West Hartford,215600,375000,Single Family,Detached House,3,3,923,1.340225,South
2015-11-18,2015,Fairfield,,390000,Single Family,Detached House,3,3,989,1.340225,South
2015-11-18,2015,West Hartford,135940,195000,Single Family,Detached House,3,1,983,1.340225,West
2015-11-19,2015,Fairfield,261940,315000,?,Detached House,3,3,992,1.340225,North
2015-11-19,2015,Stamford,260730,376500,Two Family,Duplex,4,2,1263,1.340225,East
2015-11-19,2015,Bridgeport,121970,140000,Single Family,Detached House,3,2,1087,1.340225,South
2015-11-19,2015,Bridgeport,148240,105000,Single Family,Detached House,3,1,991,1.340225,North
2015-11-19,2015,,297150,330000,?,Detached House,3,2,1033,1.340225,North
2015-11-20,2015,Stamford,1672900,2500000,Single Family,Detached House,3,2,1021,1.340225,South
2015-11-20,2015,Waterbury,120920,105000,Single Family,Detached House,3,1,1083,1.340225,West
2015-11-21,2015,Bridgeport,168880,87000,Two Family,Duplex,4,4,1348,1.340225,East
2015-11-22,2015,Greenwich,2644880,4750000,Single Family,Detached House,3,2,1091,1.340225,North
2015-11-25,2015,,,1589000,Single Family,Detached House,3,1,982,1.340225,South
2015-11-25,2015,Bridgeport,137170,80000,Single Family,Detached House,3,2,1007,1.340225,West
2015-11-25,2015,Bridgeport,144530,90000,Two Family,Duplex,4,4,1200,1.340225,North
2015-11-25,2015,Waterbury,61170,45000,Single Family,Detached House,3,2,,1.340225,East
2015-11-25,2015,Stamford,477380,680000,?,Detached House,3,2,921,1.340225,East
2015-11-25,2015,,56640,63000,Single Family,Detached House,3,3,917,1.340225,North
2015-11-25,2015,Stamford,440450,560000,Single Family,Detached House,3,1,1021,1.340225,West
2015-11-26,2015,,363500,490000,?,Detached House,3,2,1054,1.340225,East
2015-11-26,2015,Bridgeport,135130,56000,Single Family,Detached House,3,3,,1.340225,North
2015-11-26,2015,Waterbury,,154000,Single Family,Detached House,3,3,954,1.340225,East
2015-11-26,2015,,364140,555000,Single Family,Detached House,3,2,993,1.340225,North
2015-11-27,2015,Greenwich,348390,205000,?,Detached House,3,1,1052,1.340225,South
2015-12-02,2015,Bridgeport,137370,70000,Single Family,Detached House,3,1,1089,1.340225,West
2015-12-02,2015,Fairfield,315980,550000,Single Family,Detached House,3,1,1057,1.340225,East
2015-12-02,2015,Greenwich,1593970,2587500,Single Family,Detached House,3,2,1089,1.340225,South
2015-12-02,2015,Stamford,293180,490000,Single Family,Detached House,3,3,915,1.340225,South
2015-12-03,2015,Waterbury,94170,15000,Four Family,Fourplex,8,8,2565,1.340225,South
2015-12-03,2015,Bridgeport,202190,73000,Three Family,Triplex,6,6,2090,1.340225,East
2015-12-03,2015,Bridgeport,203880,205000,?,Triplex,6,5,,1.340225,South
2015-12-03,2015,Waterbury,54710,23000,Single Family,Detached House,3,2,931,1.340225,East
2015-12-04,2015,,311010,355000,Single Family,Detached House,3,3,1033,1.340225,East
2015-12-04,2015,Greenwich,637420,985000,Single Family,Detached House,3,3,993,1.340225,North
2015-12-04,2015,Stamford,319990,395000,Single Family,Detached House,3,3,973,1.340225,South
2015-12-05,2015,West Hartford,263200,480501,?,Detached House,3,1,966,1.340225,West
2015-12-05,2015,Fairfield,,665000,Single Family,Detached House,3,1,938,1.340225,South
2015-12-05,2015,Fairfield,239750,320000,Single Family,Detached House,3,2,1043,1.340225,South
2015-12-06,2015,Waterbury,101400,110000,?,Detached House,3,2,1090,1.340225,North
2015-12-06,2015,Greenwich,767130,1352500,Single Family,Detached House,3,2,957,1.340225,East
2015-12-06,2015,Fairfield,499100,558000,Single Family,Detached House,3,1,1023,1.340225,West
2015-12-06,2015,Waterbury,,31667,Four Family,Fourplex,8,7,2492,1.340225,North
2015-12-09,2015,Bridgeport,94540,92000,Single Family,Detached House,3,1,1093,1.340225,East
2015-12-09,2015,Bridgeport,145010,135000,Two Family,Duplex,4,4,,1.340225,North
2015-12-09,2015,West Hartford,162680,165000,Single Family,Detached House,3,3,999,1.340225,West
2015-12-10,2015,Waterbury,42470,32000,Four Family,Fourplex,8,6,2474,1.340225,North
2015-12-10,2015,Greenwich,,4300000,Single Family,Detached House,3,1,946,1.340225,East
2015-12-10,2015,Bridgeport,140690,80100,Single Family,Detached House,3,2,1036,1.340225,East
2015-12-11,2015,Fairfield,503160,822000,?,Detached House,3,3,1023,1.340225,East
2015-12-11,2015,Waterbury,121960,180000,Two Family,Duplex,4,4,1282,1.340225,East
2015-12-11,2015,Stamford,155370,378000,Two Family,Duplex,4,2,1457,1.340225,South
2015-12-11,2015,Stamford,515670,774000,Single Family,Detached House,3,3,1069,1.340225,South
2015-12-11,2015,Stamford,495270,850000,Single Family,Detached House,3,2,918,1.340225,East
2015-12-11,2015,Bridgeport,156840,175000,Single Family,Detached House,3,2,1029,1.340225,West
2015-12-11,2015,Waterbury,87960,125000,Single Family,Detached House,3,2,1039,1.340225,North
2015-12-12,2015,Bridgeport,201990,208000,Single Family,Detached House,3,1,968,1.340225,West
2015-12-12,2015,,,4825000,Single Family,Detached House,3,3,918,1.340225,West
2015-12-13,2015,Stamford,278420,367000,Single Family,Detached House,3,1,,1.340225,North
2015-12-16,2015,Bridgeport,189600,208000,Three Family,Triplex,6,6,1929,1.340225,East
2015-12-17,2015,Stamford,677540,1127500,Single Family,Detached House,3,2,,1.340225,North
2015-12-17,2015,,443170,644000,Single Family,Detached House,3,1,969,1.340225,North
2015-12-18,2015,Fairfield,516040,625000,Single Family,Detached House,3,3,1053,1.340225,South
2015-12-18,2015,Greenwich,,1819000,?,Detached House,3,1,1004,1.340225,West
2015-12-19,2015,,92280,11000,Single Family,Detached House,3,2,,1.340225,North
2015-12-19,2015,Bridgeport,,135000,Single Family,Detached House,3,2,,1.340225,East
2015-12-19,2015,Bridgeport,137520,70000,?,Detached House,3,3,924,1.340225,West
2015-12-19,2015,Fairfield,619010,465000,Single Family,Detached House,3,1,1039,1.340225,East
2015-12-19,2015,,200550,321900,?,Detached House,3,3,,1.340225,East
2015-12-19,2015,Waterbury,53450,29799,?,Detached House,3,1,921,1.340225,North
2015-12-19,2015,Waterbury,53450,32500,Single Family,Detached House,3,2,947,1.340225,West
2015-12-20,2015,Fairfield,3412430,3750000,Single Family,Detached House,3,2,1056,1.340225,North
2015-12-20,2015,Stamford,,326667,Single Family,Detached House,3,2,949,1.340225,East
2015-12-20,2015,Greenwich,,2930000,Single Family,Detached House,3,2,919,1.340225,West
2015-12-23,2015,Stamford,312650,350000,Three Family,Triplex,6,4,1894,1.340225,North
2015-12-23,2015,,318050,430000,Single Family,Detached House,3,3,980,1.340225,West
2015-12-23,2015,West Hartford,188720,300000,?,Detached House,3,3,904,1.340225,East
2015-12-23,2015,Bridgeport,144590,211600,Single Family,Detached House,3,2,946,1.340225,West
2015-12-23,2015,West Hartford,198100,232500,Single Family,Detached House,3,2,938,1.340225,West
2015-12-23,2015,Bridgeport,194190,135000,?,Detached House,3,1,996,1.340225,South
2015-12-26,2015,West Hartford,171500,300000,Two Family,Duplex,4,4,,1.340225,North
2015-12-27,2015,Waterbury,100930,15000,Three Family,Triplex,6,4,1817,1.340225,East
2015-12-27,2015,Fairfield,354900,450000,?,Detached House,3,3,974,1.340225,East
2015-12-29,2015,Waterbury,65230,11000,Three Family,Triplex,6,5,1870,1.340225,South
2015-12-30,2015,Greenwich,1210860,1900000,Single Family,Detached House,3,3,,1.340225,South
2015-12-30,2015,,3147690,4750000,Single Family,Detached House,3,1,1059,1.340225,West
2015-12-30,2015,Waterbury,31630,5000,Single Family,Detached House,3,2,938,1.340225,East
2015-12-31,2015,West Hartford,159950,88000,Single Family,Detached House,3,2,1000,1.340225,East
2015-12-31,2015,Waterbury,26330,7000,Two Family,Duplex,4,2,1452,1.340225,South
2015-12-31,2015,Bridgeport,,240000,Single Family,Detached House,3,3,903,1.340225,East
2015-12-31,2015,Waterbury,119680,160000,?,Detached House,3,3,944,1.340225,North
2015-12-31,2015,Bridgeport,142790,170000,Two Family,Duplex,4,2,1207,1.340225,West
2015-12-31,2015,West Hartford,196210,265000,?,Detached House,3,2,908,1.340225,East
2016-01-02,2016,Waterbury,57930,36900,Single Family,Detached House,3,3,1083,1.348259,North
2016-01-06,2016,West Hartford,172970,220000,Two Family,Duplex,4,3,1337,1.348259,East
2016-01-06,2016,Greenwich,4112920,5125000,Single Family,Detached House,3,3,1097,1.348259,South
2016-01-07,2016,Bridgeport,187400,59000,Three Family,Triplex,6,5,1938,1.348259,West
2016-01-07,2016,,345030,387500,Single Family,Detached House,3,1,,1.348259,North
2016-01-09,2016,Waterbury,86130,130000,Single Family,Detached House,3,3,1052,1.348259,East
2016-01-10,2016,Stamford,295100,510000,Single Family,Detached House,3,1,1068,1.348259,North
2016-01-10,2016,Fairfield,1120000,1499000,Single Family,Detached House,3,2,919,1.348259,South
2016-01-13,2016,Bridgeport,122150,130000,Single Family,Detached House,3,3,1004,1.348259,West
2016-01-13,2016,Greenwich,363300,570000,Two Family,Duplex,4,4,1334,1.348259,South
2016-01-13,2016,Waterbury,84820,60000,Single Family,Detached House,3,3,1008,1.348259,South
2016-01-13,2016,,287630,456000,Single Family,Detached House,3,1,1056,1.348259,South
2016-01-13,2016,Fairfield,228480,380000,Single Family,Detached House,3,1,924,1.348259,South
2016-01-13,2016,Greenwich,,1115000,?,Detached House,3,1,917,1.348259,West
2016-01-15,2016,Stamford,256130,385000,Single Family,Detached House,3,2,1000,1.348259,South
2016-01-15,2016,Bridgeport,196040,130000,Four Family,Fourplex,8,8,2965,1.348259,East
2016-01-15,2016,Greenwich,688100,1128000,Single Family,Detached House,3,2,907,1.348259,South
2016-01-15,2016,Greenwich,884730,1775000,Single Family,Detached House,3,1,1061,1.348259,West
2016-01-15,2016,Stamford,377010,705000,Single Family,Detached House,3,3,1088,1.348259,North
2016-01-16,2016,Stamford,422780,650000,Single Family,Detached House,3,3,1040,1.348259,East
2016-01-21,2016,,178800,295000,?,Detached House,3,3,951,1.348259,North
2016-01-21,2016,Bridgeport,116490,36874,Single Family,Detached House,3,3,980,1.348259,South
2016-01-21,2016,Waterbury,51400,40000,Single Family,Detached House,3,1,924,1.348259,East
2016-01-21,2016,,153150,189900,Single Family,Detached House,3,3,977,1.348259,East
2016-01-21,2016,West Hartford,305480,370000,Single Family,Detached House,3,1,1060,1.348259,South
2016-01-22,2016,Waterbury,90140,83100,Single Family,Detached House,3,2,1087,1.348259,East
2016-01-24,2016,Greenwich,482650,780000,Single Family,Detached House,3,1,1099,1.348259,West
2016-01-24,2016,Waterbury,128440,105000,Single Family,Detached House,3,3,1077,1.348259,South
2016-01-24,2016,Greenwich,3190530,4150000,Single Family,Detached House,3,2,,1.348259,East
2016-01-25,2016,Greenwich,1219190,2298000,Single Family,Detached House,3,3,920,1.348259,East
2016-01-27,2016,Greenwich,1466920,3327000,Single Family,Detached House,3,1,987,1.348259,South
2016-01-27,2016,West Hartford,213850,140000,Single Family,Detached House,3,3,1002,1.348259,North
2016-01-27,2016,Waterbury,68050,50000,?,Detached House,3,2,977,1.348259,East
2016-01-28,2016,Fairfield,,459000,Single Family,Detached House,3,2,956,1.348259,East
2016-01-28,2016,Bridgeport,150090,170000,Single Family,Detached House,3,1,1067,1.348259,South
